region_id,population
1877, 72192
1878, 427941
1879, 334464
1881, 1282684
899979, 1880099
899980, 1868129
899981, 1626528
899982, 1096587
899983, 963281
899984, 500428
899985, 736679
899986, 602915
899987, 1215854
899988, 959647
899989, 639608
899990, 1149517
899991, 349991
899992, 1358919
899993, 1665412
899994, 770083
899995, 1186285
899996, 1209090
899997, 4712812
899998, 703646
899999, 1169854
1886, 254397
1887, 4909
1888, 8165615
1889, 2437645
1890, 7836225
65268, 58305
1891, 4080453
1892, 2195807
1893, 1663027
1894, 1919540
1895, 979721
1896, 1188450
1897, 1693568
1898, 2671151
1899, 364885
1900, 1789588
1901, 4286625
1902, 2862941
1903, 7339454
1904, 1139171
37336, 81695
1905, 1245
1906, 1999
1907, 3694
1908, 2811
1909, 1350
1910, 1816
1911, 5777
1913, 11839
1914, 9738
1915, 22946
1916, 7415
1917, 290
1918, 93581
1919, 887
1920, 2967
1921, 31305
1922, 35385
1923, 6016
1924, 11846
1925, 408
1926, 3297870
1927, 924890
1928, 2970281
1929, 134999
1930, 4498833
1931, 2904703
1932, 3370514
1933, 4073320
1934, 1100504
1935, 13041
1936, 4614
1937, 1602
1938, 18604
1939, 10275
1940, 3913
1941, 3072
1942, 7068
1943, 2253
1944, 1354
1945, 2795
1946, 825
1947, 5714
1948, 435
1949, 4688
1950, 2875
1951, 2003
1952, 9000
1953, 3146
1954, 3168
1955, 2209
1956, 2012
1957, 1200
1958, 4067
1959, 7984
1960, 5196
1961, 10792
1962, 4283
1963, 847
1964, 9415
1965, 9688
1966, 12812
1967, 3016
1968, 10210
1969, 973
1970, 2303
1971, 11219
1972, 5039
1973, 1312
1974, 3595
1975, 2680
1976, 21817
1977, 3809
1978, 17453
1979, 3729
1980, 2181
1981, 1792
1982, 8939
1983, 641
1984, 21309
1985, 2879
1986, 7378
1987, 4326
1988, 11737
1989, 11983
1990, 8796
1992, 5807
1993, 2731
1994, 3227
1995, 3710
1996, 1265
1997, 18063
1998, 2301
1999, 15261
2000, 11291
2001, 11634
2002, 15075
61297, 152047
61298, 87720
61299, 137116
61300, 27803
2004, 60434
2005, 388147
2006, 362545
2007, 145552
2008, 399024
2009, 340605
2010, 607156
2011, 359382
2012, 26302
2013, 1323601
2014, 84151
2015, 61365
2016, 283578
2017, 41874
2018, 71051
2019, 149581
2020, 111910
2021, 145944
2022, 161773
2023, 299306
2024, 100928
2025, 120142
2026, 58921
2027, 244991
2028, 1438517
2029, 3820720
2030, 1000070
2031, 965076
2032, 6066871
2033, 3785521
2034, 3776506
2035, 858666
2036, 8291424
2037, 1507274
2038, 6961241
2039, 4012308
2040, 3910604
2041, 9584610
2042, 19391718
2043, 5248037
2044, 2175043
2045, 1331111
2046, 10225363
2047, 4509202
2048, 7147472
2049, 2450455
2050, 1820942
2051, 2955712
2052, 3071978
2053, 3303019
2054, 2800526
2055, 3851549
2056, 1198093
2057, 8552809
2058, 2285543
2059, 1812907
2060, 75321
2062, 365195
2063, 268185
2064, 968994
2066, 644794
2067, 226021
2068, 95750
2069, 250873
2070, 212963
2071, 304557
2072, 165591
2073, 190801
2074, 15618
2075, 73583
2076, 79556
2077, 67514
2078, 49566
2079, 89359
2081, 63361
2082, 75876
2083, 29821
2084, 14109
2085, 44689
2086, 59265
2087, 66967
2088, 108493
2089, 79248
2090, 102372
2091, 90317
2092, 99041
2093, 46300
2094, 163411
2095, 1662950
2096, 59572
2097, 47039
2099, 0
2101, 3751
2102, 0
2103, 1424
2107, 2553928
2109, 2195235
2111, 3902271
147326, 2187743
147327, 2285240
147328, 1972653
147329, 2177519
147330, 4472122
147331, 408385
147332, 13167
147334, 2891132
147335, 3804375
147336, 1681020
147337, 3200112
147338, 1858213
2112, 2206379
2113, 1537490
2114, 1506590
2115, 2373039
2116, 3361023
2118, 6041088
2119, 2173210
2120, 2342891
2121, 3541113
2122, 5799362
65246, 792
900948, 2213619
900949, 1537099
900950, 1506354
900951, 2373043
900952, 2173898
900953, 1185816
900954, 6033348
900955, 2175542
900956, 2338644
900957, 3539624
900958, 5791179
2123, 1709287
2125, 489770
2126, 5646072
2127, 1797659
2128, 1491362
2129, 279702
2130, 3508238
2131, 6150727
2132, 1656399
2133, 5190848
2135, 1328637
2136, 7914096
41772, 2726134
41773, 1886870
41774, 1004778
41775, 2672162
41776, 2569344
2137, 102944
2138, 206805
2139, 92017
2140, 84698
2141, 239803
2142, 454656
2143, 105283
2144, 260450
2145, 75826
2146, 257002
2147, 192897
2148, 205542
2149, 157033
900789, 206805
900790, 92028
900791, 84697
900792, 153794
900793, 85894
900794, 453948
900795, 105279
900796, 260740
900797, 76483
900798, 256717
900799, 192897
900800, 205552
900801, 157179
900802, 102944
2150, 8944
2152, 16911950
2153, 10198572
2154, 4520264
2155, 3802970
2156, 5327262
900611, 8351672
900612, 8011970
900613, 10775634
900614, 2339121
900615, 5245639
900616, 1496256
900617, 4538300
2157, 233423
2158, 498950
2159, 457154
2160, 654555
2161, 2097706
2162, 583525
2163, 1100597
2164, 2581649
2165, 2748551
2166, 1172022
2167, 1297860
2168, 372003
2169, 3579061
2170, 264618
2171, 1451083
2172, 271086
2173, 554707
2174, 42167
2175, 149209
2176, 142621
2177, 151229
2178, 209183
2179, 94262
2180, 113969
2181, 452850
2182, 221612
2183, 483415
2184, 33173
2185, 619237
2186, 449205
2187, 182147
2188, 190084
2189, 612487
2190, 163762
2191, 246059
2192, 166032
2193, 586131
2194, 202974
2195, 173080
2196, 1614080
2197, 366661
2198, 677964
2199, 289204
2200, 155328
2201, 183033
900306, 632677
900307, 460954
900308, 175709
900309, 194772
900310, 426515
900311, 170229
900312, 250031
900313, 185332
900314, 533248
900315, 386274
900316, 182001
900317, 1573883
900318, 387588
900319, 643417
900320, 304456
900321, 173965
900322, 180821
900323, 798
900324, 8960
900325, 5839
2202, 674368
2203, 904299
2204, 2591308
2205, 4626975
2206, 860146
2207, 4962566
2208, 4073952
2209, 5240045
2211, 4720506
2212, 6002878
2213, 6052565
2215, 6380416
2216, 6665573
2217, 4038308
2218, 6329250
2219, 4709544
2221, 4852673
2222, 6018503
2223, 6440410
2224, 9229149
2225, 14720211
2226, 8710396
2227, 4960011
2228, 4968103
2229, 3526921
2230, 13913346
2231, 6251004
2232, 5957684
2234, 5246210
2235, 8730682
2239, 3404102
2240, 3723164
65698, 4188430
65699, 7277541
65700, 2637165
65701, 3195131
65702, 3594953
65703, 4804191
65704, 3693908
65705, 2794109
65706, 5178734
65707, 4765661
65708, 7949246
65709, 5659268
65710, 4970598
2241, 1344
2242, 1855
2243, 38076
2244, 632081
2245, 115822
2246, 280853
2247, 72168
2248, 198130
2249, 516076
2250, 249605
2251, 135867
2252, 231587
2253, 284070
2254, 189307
2255, 653077
2256, 455589
2257, 319461
2258, 106303
2259, 163400
2260, 160365
2261, 169466
2262, 248870
2263, 645940
2264, 357374
2265, 1023650
2266, 311559
2267, 154560
2268, 357281
2269, 38062
2270, 824068
2271, 63841
2272, 8437124
2273, 5024530
2274, 2043437
2275, 32483002
2276, 127789936
2277, 50012388
900437, 8442613
900438, 5147824
900439, 2030453
900440, 32342482
900441, 127576128
900442, 50432956
2278, 20505
2280, 171709
2281, 469563
2282, 268425
2283, 282642
2284, 32787
2285, 57873
2286, 114195
2287, 96859
2288, 2088117
2289, 246727
93671, 12252
93672, 218534
2290, 470781
2291, 774569
2292, 338071
2293, 564981
2294, 629887
2295, 768226
2296, 116335
2297, 682638
2298, 51380
2299, 321767
2300, 809775
2301, 171699
2302, 196278
2303, 245691
2304, 289923
2305, 1086696
2306, 266169
2307, 247644
2308, 209114
2309, 921505
73915, 117
2311, 21044
2312, 886060
2313, 182729
2314, 68758
2315, 578109
2316, 191284
2317, 258731
2318, 2823791
2319, 255079
2320, 319692
2321, 226041
2322, 625377
2323, 118591
2324, 90257
2325, 258014
2326, 157266
2327, 434781
900593, 20924
900594, 885884
900595, 181681
900596, 536784
900597, 68812
900598, 576740
900599, 191397
900600, 257743
900601, 2310570
900602, 254271
900603, 308258
900604, 227398
900605, 625217
900606, 120319
900607, 90724
900608, 260431
900609, 143416
900610, 435037
2328, 439445
2329, 1195224
2330, 436916
2331, 1589651
2332, 806608
2333, 1574890
2334, 1314741
2335, 1407077
2336, 591163
2337, 918579
2338, 899251
2339, 1615716
2340, 2103919
2341, 1337472
2342, 11507831
2343, 1175803
2344, 182008
2345, 203216
2346, 370094
2347, 2041497
2348, 1598051
2349, 1034584
2350, 388683
2351, 257267
2352, 626386
900326, 341885
900327, 1196662
900328, 437009
900329, 1589643
900330, 807165
900331, 1574480
900332, 1408860
900333, 590763
900334, 918561
900335, 899203
900336, 1611489
900337, 2103833
900338, 1337455
900339, 11494791
900340, 1187872
900341, 182644
900342, 203199
900343, 371133
900344, 2041249
900345, 1324950
900346, 1580947
900347, 1121233
900348, 388653
900349, 257296
900350, 624741
900351, 20356
2354, 2069372
2355, 13284224
2356, 5414310
2357, 3888356
2361, 6403587
2362, 7594074
2363, 7783571
2364, 4553738
2368, 2894846
67156, 2394812
67159, 3783631
67160, 5548736
67161, 5500515
67162, 4954196
67165, 11366997
67166, 15810283
67167, 3323769
2369, 74
2370, 3184339
2371, 2136265
2372, 2476170
2373, 2158316
2374, 1035919
2375, 3451207
2376, 5484502
2377, 974541
2378, 2164785
2379, 1193194
2380, 2372963
2381, 4559978
2382, 1234092
2383, 1475115
2384, 3561034
2385, 1745472
2386, 696656
2387, 145632
2388, 836429
2389, 127286
2390, 187375
2391, 418174
2392, 162246
2393, 497095
2394, 147594
2405, 477429
2406, 2335946
2407, 112670
2408, 1797644
2409, 450694
2410, 888613
2411, 237696
2412, 189706
2413, 373373
900693, 3708
900694, 14282
900695, 12382
900696, 50152
900697, 4507
900698, 5637
900699, 7225
900700, 134791
900701, 418
900746, 254397
900747, 4909
2414, 420943
2415, 397424
2416, 845800
2417, 517637
2418, 418661
2419, 333359
2420, 348431
2421, 347491
2422, 1798419
2423, 16515
2424, 108359
2425, 847398
2426, 702068
2427, 2744655
2428, 47700
2429, 173037
2430, 246363
2431, 560923
2432, 1627128
2433, 2582544
2434, 1839294
2435, 2733372
2436, 2117536
2437, 1581253
2438, 412462
2439, 16296123
2440, 2816446
2441, 4795431
2442, 2449047
2443, 8282900
2444, 2149375
2445, 726037
2446, 311572
2447, 406845
2448, 572787
2449, 546869
2450, 569702
2451, 258861
2452, 363166
2453, 283173
2454, 503884
2455, 2256627
2456, 412061
2457, 14330736
2458, 270012
2459, 666662
2460, 697108
2461, 185318
2462, 497372
2463, 615757
2464, 469939
2465, 1028364
2466, 305466
2467, 292744
2468, 370075
2469, 512862
2470, 734351
2471, 446293
2472, 255455
2473, 511837
2474, 409415
2475, 401686
2476, 682430
2477, 185688
2478, 327624
2479, 376427
2480, 585480
2481, 355518
2482, 695699
2483, 192023
2484, 357686
2485, 332921
2486, 297870
2487, 461276
2488, 74759
2489, 208109
2490, 2220187
2491, 751199
2492, 1054918
2493, 979642
2494, 4040329
2495, 1543975
2496, 1156564
2497, 960101
2498, 1549644
2499, 3312304
2500, 974420
2501, 46163
2502, 1178063
2503, 3108279
2504, 15829
2505, 372799
2506, 2137267
2507, 980308
2508, 805590
2509, 909948
2510, 276324
2511, 985167
2512, 261088
2513, 531435
2514, 563969
2515, 2593564
2516, 1218947
2517, 521752
2518, 1601823
2519, 1161381
2520, 773639
2521, 107372
2522, 16361
2523, 587545
2524, 5304553
2525, 2445941
2526, 794342
2527, 1008636
2528, 283704
2529, 4437423
2530, 1128629
2531, 129426
2532, 659768
2533, 809322
2534, 10889254
2535, 9808951
2536, 686571
2537, 35580
2538, 40060
2539, 3029260
2540, 571127
2541, 2629372
2542, 1857244
2543, 1867747
2544, 708837
2545, 1307984
2546, 2320619
2547, 1780842
2548, 580320
2549, 4125665
2550, 1077050
2551, 969603
2552, 428461
2553, 3185439
2554, 2358558
2555, 2361506
2556, 665202
2557, 911002
2558, 2858877
2559, 4074293
2560, 994281
2561, 3780808
2562, 198806
2563, 1050160
2564, 1400064
2565, 1288993
2566, 1407450
2567, 310645
2568, 1464366
2569, 1187562
2570, 112873
2571, 1312597
2572, 2509568
2573, 1123830
2574, 2279644
2575, 550608
2576, 1214124
2577, 177090
2587, 1678618
21969, 3802753
21971, 1944491
21972, 3163773
21973, 2964457
900110, 1678618
900111, 3801277
900112, 1944491
900113, 2966698
900114, 3162960
2590, 336294
2591, 612342
68772, 653
68773, 2918
68774, 245
2593, 2984
2594, 2702
2595, 14833
2596, 3255
2597, 3442
2598, 3613
2599, 4168
2600, 2526
2601, 1946
2602, 1922
2603, 6386
2604, 3604
2605, 2776
2606, 2329
2607, 9251
2608, 19639
2609, 15934
2610, 12030
2611, 12095
2612, 24916
2613, 13173
2614, 14128
2615, 49388
39511, 484
39512, 4590
61285, 11735
61286, 27067
61287, 15496
61288, 6557
61289, 37565
61290, 7242
2618, 195643
2619, 31119
2620, 7864
2621, 199011
2622, 2177873
2623, 470906
2624, 6007200
2625, 835262
2626, 915375
2627, 1864951
2628, 2358110
2629, 9309473
2630, 625415
2631, 661279
2632, 1567057
2633, 9774916
2634, 630096
1374, 189637
1376, 560619
1378, 732785
2636, 3564394
2639, 1089034
2640, 836975
2643, 840673
2644, 2159998
2645, 674742
47585, 1805723
47586, 870655
47587, 1083208
47588, 722509
47589, 1033504
2646, 903
61135, 510
61136, 3
61137, 4128
61138, 3710
61139, 6749
61140, 4563
61141, 3
61142, 34
61143, 24
61144, 6114
61145, 4446
61146, 4318
61147, 2548
61148, 3555
61150, 3
61153, 4832
61154, 419
61155, 48
61156, 17
61157, 97
61159, 574
61160, 5
61161, 2
61163, 10
61164, 3585
61165, 16
61166, 13
61167, 7
61168, 3275
61169, 3786
61170, 3
61174, 2
61178, 3319
61179, 3045
61182, 2
61183, 1993
61184, 962
61186, 5
61187, 2
61188, 5070
61189, 1
61190, 1956
61191, 2
61192, 3432
61193, 8591
61194, 5
61196, 1535
61199, 66
61200, 3974
61202, 2
61203, 3
61204, 506
61205, 2539
61206, 35
61207, 26
2654, 1490953
2655, 2347497
2656, 1579966
2657, 1322377
900443, 1490969
900444, 1123868
900445, 1157808
900446, 1579240
900447, 1376027
2658, 864476
2659, 284994
2660, 275322
2661, 76222
2662, 597494
2663, 562750
2664, 82559
2665, 1362315
2666, 230854
2667, 663481
2668, 598349
2669, 812391
2670, 680086
2671, 855682
2672, 585737
2673, 549417
2674, 691109
2675, 214982
2676, 115510
2677, 163082
2678, 71992
2679, 54095
2680, 117528
2681, 609682
2682, 340695
2683, 116856
2684, 275307
2685, 71487
2686, 43115
2687, 621131
901048, 34129
901049, 83061
901050, 32326
901051, 26634
901052, 3563
901053, 156659
901054, 140522
901055, 49450
901056, 19746
901057, 71006
2688, 443336
2689, 457293
2690, 570049
2691, 915520
2692, 1274247
2693, 486355
2694, 485328
2695, 484721
2696, 571379
2697, 1262265
2698, 350372
2699, 762966
2700, 515369
2701, 184349
2702, 398792
2703, 217952
2704, 596905
2705, 1039158
2706, 6879225
2707, 2824715
2708, 15705442
2709, 11000057
2710, 4820184
2711, 4124037
2712, 1372028
2714, 7338736
77312, 5845645
2716, 9236179
2717, 1486894
2718, 1081627
2719, 1353441
2720, 2338324
2721, 617057
2722, 2620826
2723, 2498414
2724, 8517981
2725, 56473
2726, 5883099
2727, 1145920
2728, 2736387
2729, 7478887
2730, 86671
2731, 1739835
2732, 734495
2733, 2245291
2734, 361257
2736, 2694516
2737, 1627248
2738, 1392458
2739, 2535496
2740, 972551
2741, 2038398
2742, 2576782
2743, 1337916
2744, 6131115
2771, 13804
2772, 42815
2773, 18839
2774, 20130
2775, 30277
2776, 40522
2777, 222504
2778, 19457
2779, 40910
2780, 170123
2781, 3060
2782, 311560
2783, 223584
2784, 364208
2785, 196711
900889, 309578
900890, 216295
900891, 356749
900892, 213441
2786, 142122
2787, 281005
2788, 273904
2789, 53073
2790, 305037
2791, 126622
2792, 329673
2793, 222815
2794, 198038
2795, 237566
2796, 294481
2797, 452573
2798, 1373278
2799, 282352
2800, 2338700
2801, 364772
2802, 275309
2803, 260946
2804, 237158
2805, 276066
2806, 1660737
2807, 678483
2808, 61416
2809, 17142
2810, 277150
2811, 181233
2812, 1042788
2813, 330426
2814, 480398
2815, 41311
2816, 212636
2817, 77989
2818, 413552
2819, 179548
2820, 46614
2821, 38410
2822, 523933
2823, 77520
2824, 178862
2825, 270283
2826, 279402
2827, 347439
2828, 35979
2829, 365017
2830, 846595
2831, 115111
2832, 1582063
2833, 158768
2834, 6147426
2835, 491237
2836, 1724533
2837, 4084149
2838, 1331481
2839, 1660002
2840, 1923430
2841, 1868970
2842, 2256498
2843, 1890747
2844, 1112788
2845, 1207755
2846, 902038
900218, 1886976
900219, 6192280
900220, 1183939
900221, 458678
900222, 2086260
900223, 1345374
900224, 1597199
900225, 2005366
900226, 2227411
900227, 1888516
900228, 1179213
900229, 185398
900230, 3739261
900231, 925288
2847, 214377
2848, 3353981
2849, 2693636
2850, 3120327
900725, 3030778
900726, 212888
900727, 3507002
900728, 2622910
2851, 225000
2852, 241769
2853, 10736320
2854, 1085560
2855, 839071
2856, 261849
2857, 854760
2858, 499133
2859, 2018603
2860, 1215623
2861, 2295465
2862, 476991
2863, 740465
2864, 942061
2865, 904871
2866, 1746761
2867, 374139
2868, 689133
2869, 430238
2870, 501040
2871, 803824
2872, 211076
2873, 722163
2874, 413626
2875, 260270
2876, 1118299
2877, 498848
2878, 2465562
2879, 903396
2880, 1434398
2881, 473518
2882, 674310
2883, 484325
2884, 775850
2885, 2286271
2886, 2585951
2887, 621689
2888, 700872
2889, 278692
2890, 466728
2891, 347261
2892, 914678
2893, 517134
2894, 521292
2895, 1048524
2896, 787710
2897, 511157
2898, 1006656
2899, 473889
2900, 387634
2901, 807381
2902, 1276662
2903, 940345
2904, 665546
2905, 849214
2906, 3167703
2907, 1691852
2908, 163524
2909, 901241
2910, 300394
2911, 921180
2912, 148630
2913, 1729540
2914, 665259
2915, 822671
2916, 1182497
2917, 959975
2918, 574847
2919, 274903
2920, 596449
2921, 1797516
2922, 1125714
2923, 292990
2924, 419995
2925, 448639
2926, 422501
2927, 19173
2928, 104550
2929, 39362
2930, 20852
2931, 17945
2932, 9523
2933, 35372
2934, 144245
2935, 44168
2936, 61402
2937, 52562
2938, 10425
2939, 22871
2940, 10543
2941, 127302
2942, 26449
2943, 57033
2944, 92546
2945, 14872
2946, 34267
2947, 17147
2948, 620748
2949, 51927
2950, 68963
2951, 90621
2952, 27803
2953, 200241
2954, 18582
2955, 69556
2956, 19169
2957, 75380
2958, 66674
2959, 131267
2960, 108523
2961, 73352
2962, 373990
2963, 146858
2964, 67541
2965, 79978
2966, 57587
2967, 54768
2968, 77275
2969, 85038
2970, 856597
2971, 947859
2972, 3763904
2973, 1805151
2974, 1205850
2975, 269
2976, 93606
901043, 75282
901044, 8599
901045, 3931
901046, 4766
901047, 3060
2977, 33960
2978, 99956
2979, 188878
2980, 98792
2981, 97101
2982, 22037
2983, 25907
2984, 105371
2985, 38541
2986, 45749
2987, 145595
2988, 83054
2989, 88723
2990, 62720
2991, 225068
2993, 807822
2994, 651605
2995, 611920
2996, 295392
2997, 394370
2998, 346668
2999, 409728
3000, 575638
3001, 457198
3002, 169705
3003, 245601
3004, 422220
3005, 481426
3006, 591739
3007, 500747
3008, 853691
3009, 1005064
3010, 451570
3011, 213272
3012, 766022
3013, 158256
3014, 111109
3015, 952921
3016, 191858
3017, 1677556
3018, 568721
3019, 640740
3020, 591743
3021, 358806
3022, 298611
3023, 5965401
3024, 2044705
3025, 90473
3026, 136074
3027, 984812
3028, 1215652
3029, 156720
3030, 608562
3031, 60123
3032, 265370
3033, 264299
3034, 270346
3035, 685949
3036, 271833
3037, 3281792
3038, 545814
3039, 127554
3040, 517622
3041, 1106949
3042, 1664312
3043, 383654
3044, 575242
3045, 165526
3046, 617748
3047, 747476
3048, 2173225
3049, 385588
3050, 106338
3051, 309645
3052, 1710205
3053, 1750276
3054, 192702
3055, 480687
3056, 15305372
3057, 4202959
3058, 1238846
3059, 258332
3060, 255676
3061, 269278
3062, 351440
3063, 1562945
3064, 131641
3065, 244994
3066, 338033
3067, 192332
3068, 1433658
3069, 2116548
3070, 593845
3071, 688447
3072, 1570367
3073, 706153
3074, 900592
3075, 383920
3076, 304420
3077, 325125
3078, 612264
3079, 506899
3080, 295465
3081, 972097
3082, 1322517
3083, 1956183
3084, 383685
3085, 182626
3086, 554054
3087, 622941
3088, 979490
3089, 499989
3090, 618508
3091, 70616
3092, 376570
3093, 1230793
3094, 279872
3095, 370158
3096, 645984
900071, 296861
900072, 389088
3097, 1963327
3098, 728
3099, 2169268
3100, 2017170
147322, 824158
147323, 2904355
39497, 5031
39498, 43
39499, 880
39500, 34129
39501, 85
39502, 861
3103, 6930
743, 145949
744, 147579
745, 223554
747, 256390
749, 495456
750, 155774
752, 235765
753, 147660
756, 412160
757, 107624
759, 196236
762, 226741
764, 296499
766, 115981
767, 162708
768, 275965
774, 312500
775, 180324
777, 167461
778, 142684
779, 80555
780, 214104
781, 132758
782, 450128
784, 143242
787, 285685
788, 242114
789, 213292
790, 251349
852, 259619
1080, 261344
1082, 130395
1086, 176736
1235, 254018
1241, 319709
1344, 284595
1360, 197705
1361, 442218
1364, 245616
1365, 361001
1366, 292916
1368, 271546
1372, 112679
3104, 245583
3105, 458139
3107, 471145
3108, 256158
3109, 258875
3110, 448997
3111, 538745
3112, 735949
3114, 521375
3115, 581048
3117, 66740
3121, 802497
3123, 1092624
3124, 174263
3125, 292376
3128, 306218
3131, 341422
3136, 115968
3140, 468717
3141, 564625
3142, 473358
3143, 590661
3145, 296992
42179, 599294
42180, 541874
42181, 277851
42182, 1703930
42183, 524150
42184, 276508
42185, 412050
42186, 218644
42187, 532583
42188, 350438
42189, 581324
42191, 121112
42192, 298248
42193, 744533
42194, 224237
42195, 216672
42196, 203079
42197, 343609
42198, 278721
42199, 367888
42200, 2955566
42201, 669784
47067, 181993
47068, 330964
47069, 936301
47070, 122446
47071, 306527
47072, 277834
47073, 622070
47074, 153358
47075, 288617
47076, 561473
47077, 120067
47078, 197180
47079, 415296
47080, 256555
47081, 215389
47082, 473914
47083, 527146
47084, 419549
47085, 596124
47086, 527431
47087, 365293
47088, 877806
47089, 235479
47090, 625858
3148, 1201471
3149, 997205
3150, 888612
3151, 3165377
3152, 4104172
3153, 1360047
3154, 2643945
3155, 1036749
3156, 1240215
3157, 913675
3158, 2268457
3159, 4554350
3160, 2466961
3161, 2092817
3162, 1123834
3163, 2296586
3164, 1360709
3165, 1160145
3166, 1070249
3167, 1041478
3168, 1540284
3169, 1018949
3170, 1237725
3171, 1709692
3172, 1212219
901189, 5891
901190, 1921248
901191, 1197633
901192, 996486
901193, 889433
901194, 3163548
901195, 4107529
901196, 1371254
901197, 2629966
901198, 1042443
901199, 1245768
901200, 920244
901201, 1849108
901202, 2711463
901203, 2091675
901204, 2471192
901205, 1125754
901206, 2301162
901207, 1363979
901208, 1143768
901209, 354847
901210, 1062168
901211, 1031077
901212, 1538739
901213, 1022591
901214, 1242962
901215, 1705221
901216, 1204859
3173, 2543787
3174, 378633
3176, 259882
3177, 3385713
3179, 356428
3180, 1915638
3181, 80135
3182, 56326596
3183, 1935034
3184, 5400544
3186, 3164106
48357, 2118226
48358, 6797387
48359, 2462155
48360, 1042202
48361, 2879419
48362, 2584598
48363, 1878805
48364, 918929
48365, 1847542
48366, 2113585
48367, 3382174
48368, 2686667
48369, 1378781
48370, 3392117
48371, 214217
48372, 234271
48373, 1323554
48374, 1303382
48375, 1635583
48376, 1814837
48377, 1657386
48378, 199868
48379, 133404
48380, 2923197
48381, 2438957
48382, 791970
115002, 2500254
115005, 730545
115007, 748775
115010, 2067893
901091, 2120710
901092, 308
901093, 6775538
901094, 2462155
901095, 1042202
901096, 2860147
901097, 135737
901098, 2575669
901099, 10059
901100, 1883886
901101, 925783
901102, 1847382
901103, 161
901104, 2085001
901105, 3382089
901106, 652
901107, 2686667
901108, 1385551
901109, 3320529
901110, 219376
901111, 234261
901112, 1340070
901113, 1301178
901114, 1634257
901115, 1508
901116, 1814837
901117, 1657386
901118, 201495
901119, 133791
901120, 2923197
901121, 2454083
901122, 792735
901123, 2487538
901124, 730236
901125, 748581
901126, 2066160
39508, 45981
39509, 3243
39510, 44547
3214, 5191865
3215, 620886
3216, 8112810
3217, 3239515
3218, 41256584
3219, 5962775
3220, 3720350
3221, 1030815
3222, 629736
3223, 22065414
3224, 11700530
3225, 1496350
3226, 1925299
3227, 13424962
3228, 6976236
3229, 3201752
3230, 3050434
3231, 4700656
3232, 4711725
3233, 1368284
3234, 6263914
3235, 6684780
3236, 9850076
3237, 5774067
3238, 3146735
3239, 6471185
3240, 1094977
3241, 1967141
3242, 3679318
3243, 1402466
3244, 9112832
3245, 2366893
3246, 19519200
3247, 11423758
3248, 711997
3249, 11793917
3250, 4101661
3251, 4298142
3252, 13191632
3253, 1038265
3254, 5382778
3255, 898333
3256, 7145182
3257, 30903234
3258, 3454359
3259, 639630
3260, 9184652
3261, 7628863
3262, 1924865
3263, 6037723
3264, 648637
3265, 67258
3266, 483578
3267, 82955
3268, 133971
3269, 63365
3270, 24508
3271, 68932
3272, 56947
3273, 201483
3274, 1395217
3275, 113578
3276, 57409
3277, 94333
3278, 64288
3279, 127397
3280, 115646
3281, 75712
3282, 77196
3283, 46842
3284, 3175498
3285, 1958035
3286, 3769986
3287, 2226075
3288, 3175019
3289, 1374363
3291, 2786875
3292, 3658928
3293, 2578470
3294, 757255
3295, 4470132
39696, 1520000
39697, 1273923
39698, 960510
3296, 36647
3297, 34186
3298, 57097
3299, 109625
3300, 35487
3301, 10145
3302, 191411
3303, 1752298
3304, 548448
3305, 1758434
3306, 1042759
3307, 1607595
3308, 2722530
3309, 412969
3310, 437090
3311, 160
3313, 1046904
3314, 876221
3315, 2003319
3316, 949339
3317, 3070577
3318, 1128056
3319, 584655
3320, 1039808
3321, 1003913
3322, 1368478
3323, 768622
3324, 711988
3325, 4505731
67152, 443832
67153, 1993767
900864, 1667
900865, 181170
900866, 1735711
900867, 548293
900868, 1896913
900869, 1040127
900870, 1732274
900871, 2605572
900872, 385474
900873, 417030
900874, 1795086
900875, 1089785
900876, 850651
900877, 2037683
900878, 890922
900879, 3151965
900880, 1078060
900881, 584815
900882, 880827
900883, 1003967
900884, 1313689
900885, 791773
900886, 620081
900887, 771013
900888, 4572638
3326, 2248205
3327, 1253461
3328, 317682
3329, 1627390
3330, 1017464
3331, 1115602
3332, 1205117
3333, 1496438
3334, 3286866
3335, 1195930
3336, 1281172
3337, 1406332
3338, 525601
3339, 1306021
3340, 1130715
3341, 2104479
3342, 3183986
3343, 1783864
3344, 1656266
3345, 881501
3346, 774598
3347, 4728633
3348, 3429768
3349, 1180039
3350, 1763585
3351, 2016754
3352, 10529452
3353, 848494
3354, 1198252
3355, 1211225
3356, 1817297
3357, 671850
3358, 711529
3359, 1436867
3360, 769957
3361, 641627
3362, 1611051
3364, 1710725
3366, 2959568
3367, 910296
3368, 637414
3369, 630956
3370, 946227
3371, 895542
3372, 1467530
3374, 1230812
3375, 1201171
3376, 629941
3377, 1436239
3378, 1338925
3379, 1184688
3380, 1741240
3381, 1218435
3382, 3290658
3383, 1110539
3384, 1749220
3386, 1042075
3387, 786187
3388, 1040338
3389, 1155985
3390, 813442
73935, 746609
73936, 625168
73937, 758130
3392, 9145
3405, 129020
3406, 343550
3407, 681492
3408, 730999
3409, 904615
3410, 886361
3411, 3252374
3412, 672230
3413, 140873
3414, 764046
3415, 1362579
3416, 2041192
3417, 1621133
3418, 2276157
3419, 3251632
3420, 1131682
3421, 369711
3422, 1062154
3423, 1515061
3424, 725795
3425, 3677933
144969, 2484321
