region_id,population
900539, 39817616
900540, 21585668
900541, 6509676
900542, 5713558
1239, 2248
1240, 50899
40187, 382378
40188, 29916
40189, 120564
40190, 322373
1242, 22260
1243, 560238
1244, 175626
1245, 493759
1246, 2311273
1247, 1919125
1248, 1971245
1249, 3602730
1250, 1405973
1251, 1535428
1252, 1691761
1253, 3454318
1254, 2681504
1255, 1354576
1256, 351648
1257, 1242807
1258, 1899262
1259, 12766260
1260, 2970726
1262, 784406
1263, 2431443
1264, 3315359
1265, 4071594
1266, 3969498
1267, 1993389
1268, 1912465
1269, 5075771
1270, 6926355
1271, 205076
1272, 142964
1273, 278863
1275, 1083628
1276, 814751
1277, 104361
1278, 150578
1279, 72437
1280, 97572
1281, 120374
1282, 193153
1283, 330936
1285, 248444
1287, 85611
1288, 289122
1289, 272946
1290, 1067856
112869, 439443
1296, 264291
1297, 317926
1298, 108264
1299, 458771
1300, 283804
1301, 745716
1302, 130315
1303, 24062
1304, 282989
1305, 151197
1306, 225824
1307, 734231
1308, 10365696
1309, 12565531
1310, 3123370
1311, 2502804
1312, 550651
1313, 1533575
1314, 5900511
1315, 1472710
1316, 7707438
1317, 17015174
1318, 3962209
1319, 929626
1320, 3776724
1321, 2025500
1322, 2896350
1323, 1952172
1324, 6775423
1325, 2943349
1326, 2921109
1327, 3411597
1328, 5565015
1329, 3480054
1330, 1180814
1331, 849376
1332, 2967590
1333, 3042327
900854, 6772914
900855, 2936722
900856, 2940196
900857, 3391135
900858, 5565317
900859, 3481744
900860, 1182743
900861, 840469
900862, 2967098
900863, 3049756
1334, 23545
1336, 600882
1337, 3618291
1338, 629811
1339, 275027
1340, 189816
1341, 326400
1342, 1646714
1343, 639567
1345, 543675
1346, 530700
1347, 710888
1348, 186109
40766, 292110
1349, 727
1350, 1118
1351, 41655
1352, 16256
1353, 25923
1354, 30534
1355, 8115
1356, 3542
1357, 9424
1358, 453927
1359, 161011
900004, 73809
64821, 3623551
64822, 208150
64823, 369884
64824, 791079
64825, 809291
64826, 438953
64827, 560135
64828, 619461
64829, 975581
64830, 678191
64831, 349172
64832, 1264338
64833, 1385636
64834, 1335006
64835, 361019
64836, 1478266
64837, 879004
64838, 489506
64839, 257911
64840, 453123
64841, 414632
64842, 525345
40222, 1346
40223, 7743
40224, 2513
40225, 41
40226, 2538
40227, 7605
40228, 1488
40229, 17389
40230, 6317
40231, 2388
40232, 434
40233, 963
40234, 7528
1385, 245381
1386, 126021
1387, 30153
1388, 171484
1389, 268531
1390, 262502
1391, 63017
1392, 515550
1393, 74909
40700, 1073942
40701, 1442246
40702, 1091113
40703, 2518341
40704, 2150301
40705, 1076861
40706, 778146
40707, 1713928
900027, 2047208
900028, 1177035
1398, 28560
1399, 23104
1400, 299214
1401, 94045
1402, 114384
1403, 49696
1404, 42354
1405, 11645
1406, 38096
1407, 27820
1409, 2314229
1410, 946561
1411, 622452
1412, 1363129
1413, 466609
1414, 989275
1415, 5834299
1416, 881295
1417, 754054
72912, 452848
901001, 5830533
901002, 750981
901003, 1363129
901004, 463611
901005, 2314229
901006, 943110
901007, 881295
901008, 622452
901009, 989275
901010, 452848
1419, 3999
1420, 467575
1421, 465945
1422, 394287
1423, 606994
1424, 449125
1425, 1818970
1426, 1735025
1427, 105723
1428, 270270
1429, 73564
1430, 211108
1431, 362184
1432, 99
1433, 170882
1434, 660985
1435, 460158
1436, 492401
1437, 176860
1438, 632364
901014, 568
901015, 498997
901016, 355531
901017, 605318
901018, 437820
901019, 1817224
901020, 464742
901021, 512597
901022, 1740678
901023, 106133
901024, 268639
901025, 75631
901026, 228817
901027, 373793
901028, 175672
901029, 594673
901030, 484923
901031, 179903
901032, 640233
901033, 359
1440, 448065
1441, 329861
1442, 312714
1443, 632003
1444, 1698446
1445, 364482
1446, 457644
1447, 433537
1448, 595060
1449, 290211
1450, 353498
1451, 235070
1452, 173923
1453, 1205963
1454, 283075
1455, 568906
1456, 202498
1457, 235920
1458, 310977
1459, 235406
1460, 28532
1461, 217
1462, 1874
1463, 1777
1464, 9326
1465, 571
1466, 24377
1467, 37360
1468, 212800
1469, 1934
1471, 2966
1472, 5898
1473, 2644
1474, 7009
1475, 4328
1476, 3846
1477, 568
1478, 5557
1479, 2339
1480, 985
1481, 890
1482, 1629
1483, 851
1484, 372278
1485, 93727088
1487, 35240968
1488, 128304208
1489, 18961364
1490, 1550113
1491, 69826256
1492, 29914736
1493, 7831666
1494, 70120752
1495, 33977988
1496, 45751
1497, 86050440
1498, 128238664
1500, 3571403
1501, 4248675
1502, 1381618
1503, 2009252
1504, 47512916
1505, 31218326
1506, 82020088
1507, 674877
1508, 82991728
1509, 4423469
1510, 236499184
1511, 102399688
70074, 829497
70075, 30139576
70076, 519687
70077, 295869
70078, 40076732
70080, 1194364
70082, 12238169
900482, 612768
900618, 53438820
900619, 40288248
1512, 4817707
1513, 4801766
1514, 1867868
1515, 3833066
1516, 10564112
1518, 3997838
1519, 52612264
1520, 33595328
1521, 39735792
1522, 5248278
1523, 4504486
1524, 2754660
1525, 5164946
1526, 8744129
1527, 1764856
1528, 5076514
1529, 5591248
1530, 8224714
1531, 9146905
1532, 3292525
1533, 2974458
1534, 2752788
1535, 5566239
1536, 8109280
1537, 14593465
73609, 1603113
73610, 14157993
73611, 1255560
73612, 1429948
73614, 2298419
73616, 1784806
73617, 6692935
73619, 1724537
1539, 2085521
1540, 1474957
1541, 879741
1542, 3970826
1543, 5503971
1544, 4658979
1545, 2627867
1546, 1845231
1547, 7983673
1548, 1809312
1549, 576899
1550, 3234744
1551, 4740064
1552, 642006
1553, 1546748
1554, 9722
1555, 1754180
1556, 1441943
1557, 3150280
1558, 645683
1559, 2456528
1560, 15727060
1561, 3379304
1562, 1153831
1563, 1118566
33110, 1275832
33111, 1935730
33112, 1329079
33113, 1363038
900029, 1443685
900030, 2611846
900031, 3144702
900032, 3974588
900033, 3384076
900034, 2087992
900035, 4742368
900036, 4658196
900037, 3250507
900038, 6246619
900039, 5484395
900040, 2443144
900041, 1539755
900042, 1845751
900043, 876985
900044, 1751440
900045, 576698
900046, 645836
900047, 1451021
900048, 1123895
900049, 647275
900050, 1254194
900051, 1851482
900052, 12574785
900053, 1270644
900054, 1417507
900055, 1343661
900056, 1932254
900057, 959288
900058, 694735
900059, 3104309
900060, 4625
900061, 13712
1564, 2069768
1565, 3383447
1566, 990453
1567, 1873089
1568, 1653244
1569, 2681017
1570, 1792045
1571, 2330682
1572, 8242789
1573, 2500447
1574, 2703872
1575, 1657588
1576, 1470412
1577, 1338393
1578, 4215084
1579, 1628457
1580, 2282730
1581, 1548814
1582, 63514
1583, 95874
1584, 129055
1585, 593331
1586, 188704
1587, 1503306
1588, 284319
1589, 157217
1590, 268625
1591, 120458
1592, 122430
1593, 39342
1594, 210765
1595, 50551
1596, 145107
1597, 143259
1598, 234890
1599, 70036
1601, 90406
1602, 79519
1603, 77074
1604, 179649
1605, 122154
1606, 97229
1607, 173259
1608, 161798
61305, 1387
61306, 1578
61307, 1139
61308, 12115
61309, 431
61310, 2326
61311, 19436
61312, 2298
61313, 984
61314, 1187
61315, 1939
61316, 1715
61317, 3092
61318, 2781
61319, 2799
61320, 1784
61321, 11430
61322, 2098
61323, 5002
61324, 1542
61325, 1920
61326, 6167
61327, 2725
61328, 902
1610, 2347711
1611, 953489
1612, 1077952
1613, 1506943
1614, 1257446
1615, 1418549
1616, 1338510
1617, 562294
1618, 1892080
1619, 5802324
1620, 4687546
1621, 1256353
1622, 5880809
1623, 1392581
1624, 10440469
1625, 1630437
1626, 306225
1627, 4522887
1628, 4029825
1629, 1612901
1630, 5017053
1631, 3809750
1632, 1121752
1633, 942321
1634, 135735
1635, 5168036
1636, 253570
1637, 72088
1638, 193678
1639, 83591
1640, 648489
1641, 185301
1642, 525121
1643, 149171
1644, 191465
1645, 123619
1646, 99650
1647, 79624
1648, 143194
1651, 7536252
1652, 964103
1653, 1243588
1654, 1268021
1655, 762224
1656, 4800120
1657, 1908563
1658, 2037158
1659, 1979072
1660, 2752377
1661, 5248712
1662, 5393222
1663, 2980006
1664, 1134896
1665, 1227284
1666, 894122
1667, 1558618
1668, 9348627
1669, 702528
1670, 1712418
1671, 2637477
1672, 1791768
1673, 2298641
1674, 1094071
1675, 2039955
1676, 1195774
1677, 1368858
1678, 2236326
1679, 1134606
1680, 1881636
1681, 1240310
1682, 8482595
1683, 813113
1684, 7524110
1685, 1479470
1686, 657267
1687, 3706593
1688, 1993096
1689, 724743
1690, 14108422
1691, 548483
1692, 1050397
1693, 6378768
1694, 903242
1695, 1077861
1696, 1334491
1697, 830577
40235, 8771
40236, 4892
40237, 27148
40238, 5033
40239, 8229
40240, 5074
40241, 3153
40242, 4848
40243, 4277
40244, 8307
40245, 7849
40274, 10761
1701, 172884
1702, 505042
1703, 155574
1704, 272936
1705, 2721095
1706, 100325
1707, 1309442
1708, 219013
1709, 124528
1710, 174373
1711, 407789
1712, 1007918
900748, 551
900749, 173918
900750, 155549
900751, 502354
900752, 275712
900753, 412358
900754, 95660
900755, 2645809
900756, 1280288
900757, 222303
900758, 126044
900759, 169659
900760, 1088207
1714, 1482035
1715, 899787
1716, 2649245
1717, 517196
1718, 1079395
1719, 1361323
1720, 765729
1721, 814767
1723, 1299
1724, 792824
1725, 707292
1726, 754308
1727, 1287522
1728, 3145590
1729, 592128
37157, 1240079
51325, 5225910
51326, 4542205
51327, 7101890
51328, 4794712
51329, 6006451
51330, 6909402
51331, 14802196
51332, 5664667
1739, 80890
1740, 12238
1741, 1103317
1742, 718683
1743, 352532
1744, 368073
1745, 994854
1746, 446845
1747, 801640
1748, 1116837
1749, 278375
1750, 1476922
1751, 236133
1752, 434718
900006, 941895
901034, 543580
901035, 935575
901036, 802773
901037, 431248
901038, 1239296
901039, 277803
901040, 1311792
901041, 172936
901042, 238339
1753, 168370
1754, 206047
1755, 409112
1756, 813261
1757, 346839
1758, 461698
1759, 488996
1760, 220962
1761, 375457
1762, 214100
1763, 469644
1764, 1031530
1765, 407813
1766, 151869
1767, 507210
1768, 1038374
1770, 305036
900620, 171318
900621, 201306
900622, 397875
900623, 811140
900624, 344318
900625, 465062
900626, 217135
900627, 490803
900628, 379825
900629, 214794
900630, 466350
900631, 1031581
900632, 154329
900633, 435068
900634, 1045512
900635, 405886
900636, 95919
900637, 289015
1771, 45457
1772, 26440
1773, 28404
1774, 52409
1775, 66795
1776, 155451
1777, 41791
1778, 27554
1779, 55380
1780, 112964
1781, 34996
1782, 38726
1783, 126766
1784, 41146
1785, 33895
1786, 45402
1787, 71389
1788, 39430
1789, 77838
1790, 1023273
1791, 39317
1792, 51441
1793, 62867
1794, 34928
1795, 59012
1796, 59668
1797, 1074649
1798, 750658
1799, 1288369
1800, 1063598
1801, 4124162
1802, 748308
900940, 525813
900941, 547475
900942, 859870
900943, 1142210
900944, 197609
900945, 1263276
900946, 4551461
900947, 748632
1803, 280000
1804, 108273
1805, 275413
1806, 163250
1807, 457137
1808, 160780
1809, 113851
1810, 69205
1811, 117149
1812, 127004
900903, 277254
900904, 106095
900905, 274490
900906, 162746
900907, 455937
900908, 161417
900909, 112722
900910, 68017
900911, 119258
900912, 126685
1814, 96098
1815, 380891
1816, 112371
1817, 259905
1818, 163733
1819, 177347
1820, 56319
1821, 337274
1822, 253968
1823, 188504
1824, 1650558
1825, 561329
1826, 98096
1827, 87020
1828, 129042
900818, 96094
900819, 385192
900820, 112669
900821, 262512
900822, 164280
900823, 178024
900824, 56286
900825, 337632
900826, 297017
900827, 184689
900828, 1601899
900829, 560134
900830, 87368
900831, 97244
900832, 129047
1829, 220977
1830, 236008
1831, 468846
1832, 252290
1833, 63932
1834, 142553
1835, 61121
1836, 110208
1837, 122265
1838, 501242
1839, 584813
1840, 200160
1841, 132968
1842, 446031
1843, 56265
1844, 97625
1845, 345008
1846, 163090
1847, 526122
1848, 106254
1849, 281458
1850, 1495338
1851, 193902
1852, 64403
1853, 62534
900169, 1982109
900170, 4409369
900171, 543938
1854, 3505
1855, 3760
1856, 1789
1857, 3713
1859, 385
1860, 2546
1861, 6812
1862, 997
1863, 5377
1864, 3185
1865, 5101
1866, 132185
1867, 537876
1868, 312403
1869, 142540
1870, 212417
1871, 264860
1872, 85296
1873, 124874
1874, 130728
1875, 803823
1876, 90711
